id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,station_id
1i0GR6_vGJri0vXmIBORgg,coco-fresh-tea-and-juice-hamilton-2,CoCo Fresh Tea & Juice,https://s3-media3.fl.yelpcdn.com/bphoto/N2nzVtCOUQSK_xUMxwjRig/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-hamilton-2?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,[],,+12893960888,+1 289-396-0888,248.88519211436332,43.257849,-79.9252604,1548 Main Street W,,,Hamilton,L8S 1E5,CA,ON,"['1548 Main Street W', 'Hamilton, ON L8S 1E5', 'Canada']",hub_540
FJKnmkaXYVQBkcYvmYbA-A,maple-leaf-pancake-house-hamilton,Maple Leaf Pancake House,https://s3-media4.fl.yelpcdn.com/bphoto/-fcvAop4HLB7-rsw5oXiXQ/o.jpg,False,https://www.yelp.com/biz/maple-leaf-pancake-house-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,22,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.7,[],$,+19055224995,+1 905-522-4995,326.8787373511667,43.25788,-79.92354,1520 Main St W,,,Hamilton,L8S 1E3,CA,ON,"['1520 Main St W', 'Hamilton, ON L8S 1E3', 'Canada']",hub_540
ZnDcWEpGFTwMqmXhpCa6fQ,williams-fresh-cafe-hamilton-8,Williams Fresh Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/QytS8LzfGKNPozdX6Dk1oQ/o.jpg,False,https://www.yelp.com/biz/williams-fresh-cafe-hamilton-8?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,19,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",2.7,[],$$,+19055222636,+1 905-522-2636,750.0817007033828,43.25738,-79.9180499,1309 Main Street W,Unit A-2,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Unit A-2', 'Hamilton, ON L8S 1C5', 'Canada']",hub_540
Wb2uSt9T0fUFCU63qg8-XQ,the-arch-noodle-house-hamilton,The Arch Noodle House,https://s3-media2.fl.yelpcdn.com/bphoto/rO7R8YkYJij3ZLu8cziG8A/o.jpg,False,https://www.yelp.com/biz/the-arch-noodle-house-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,17,"[{'alias': 'noodles', 'title': 'Noodles'}]",3.3,[],,+19055258088,+1 905-525-8088,750.0817007033828,43.25738,-79.9180499,1309 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_540
265d6InP-Y0LrwOJP6VA8g,tim-horton-donuts-hamilton-14,Tim Horton Donuts,https://s3-media2.fl.yelpcdn.com/bphoto/LsdiJUV-0uM3VPfqw5adrw/o.jpg,False,https://www.yelp.com/biz/tim-horton-donuts-hamilton-14?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,[],$,+19055295934,+1 905-529-5934,248.08752162732173,43.25782,-79.92567,1554 Main Street W,,,Hamilton,L8S 1E5,CA,ON,"['1554 Main Street W', 'Hamilton, ON L8S 1E5', 'Canada']",hub_540
ahHeOEsxRfbVIi-kArtslg,prime-pita-hamilton,Prime Pita,https://s3-media3.fl.yelpcdn.com/bphoto/mLNuBy72bgM2hC-Xdd6zAw/o.jpg,False,https://www.yelp.com/biz/prime-pita-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,3,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.7,[],,,,753.5990665557657,43.2572554803498,-79.9179146066308,1309 Main St W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main St W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_540
dhK4egfr5b_OvQxBrjhwyA,bridges-cafe-hamilton,Tim Hortons,https://s3-media1.fl.yelpcdn.com/bphoto/lAHeme9JD97u7cLHXJklGA/o.jpg,False,https://www.yelp.com/biz/bridges-cafe-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,3,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.3,[],,+19055259140,+1 905-525-9140,787.448650744697,43.2628019,-79.9176086,1280 Main St W,,Cootes Paradise,Hamilton,L8S 4K1,CA,ON,"['1280 Main St W', 'Cootes Paradise', 'Hamilton, ON L8S 4K1', 'Canada']",hub_540
SiUn9Xh1aQrUn5jXfc6cLA,yogurtys-froyo-hamilton,Yogurty's Froyo,https://s3-media4.fl.yelpcdn.com/bphoto/dk27QYmIFm4_5Q2Qd_r95Q/o.jpg,False,https://www.yelp.com/biz/yogurtys-froyo-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,9,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.6,[],$,+19055252523,+1 905-525-2523,740.8656213448536,43.2572497825787,-79.9180890818868,1309 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_540
KHxCsqkQmA2YEksA29LEqQ,starbucks-hamilton-3,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/LskdVuYnGnFHUsvW9u_gWQ/o.jpg,False,https://www.yelp.com/biz/starbucks-hamilton-3?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.7,[],$$,,,629.61161501642,43.2574081,-79.9193726,1341 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1341 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_540
tFxlgch5raJl6kyGw3Moxw,stacked-pancake-and-breakfast-house-hamilton-3,Stacked Pancake & Breakfast House,https://s3-media3.fl.yelpcdn.com/bphoto/UiHcSm0AXfR_kV5qEJtHCA/o.jpg,False,https://www.yelp.com/biz/stacked-pancake-and-breakfast-house-hamilton-3?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,2,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'poutineries', 'title': 'Poutineries'}]",2.5,[],,+12892663635,+1 289-266-3635,808.4463387437639,43.256565,-79.934995,1717 Main Street W,,,Hamilton,L8S 1G5,CA,ON,"['1717 Main Street W', 'Hamilton, ON L8S 1G5', 'Canada']",hub_540
VUHvOv0gV4S4TbfHK3AmtQ,pinks-hamilton-2,Pinks,https://s3-media1.fl.yelpcdn.com/bphoto/YLKj3oZnn12DxCcZB4sokA/o.jpg,False,https://www.yelp.com/biz/pinks-hamilton-2?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,21,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],$,+19053174657,+1 905-317-4657,655.8475204314897,43.25750562,-79.91884597,1335 Main Street W,,,Hamilton,L8S 1C6,CA,ON,"['1335 Main Street W', 'Hamilton, ON L8S 1C6', 'Canada']",hub_545
1H6IvJ8ZMG4nm1SWcbMygQ,hazel-tea-and-dessert-house-hamilton-2,Hazel Tea & Dessert House,https://s3-media4.fl.yelpcdn.com/bphoto/YHxZM1bnqci_dxB6MRQGgw/o.jpg,False,https://www.yelp.com/biz/hazel-tea-and-dessert-house-hamilton-2?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,22,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.1,[],$,+19055277361,+1 905-527-7361,1180.1164261177105,43.25793,-79.9344799,1686 Main Street West,Unit 5,,Hamilton,L8S 0A2,CA,ON,"['1686 Main Street West', 'Unit 5', 'Hamilton, ON L8S 0A2', 'Canada']",hub_545
o-WonoWNOF1sxHBJMtHvnQ,dough-box-hamilton,Dough Box,https://s3-media2.fl.yelpcdn.com/bphoto/ad0Nxbi-dreav_DHPTNB6A/o.jpg,False,https://www.yelp.com/biz/dough-box-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,22,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,[],,+12893892050,+1 289-389-2050,603.0401431574838,43.2574167,-79.9239487,1457 Main Street W,,,Hamilton,L8S 1C9,CA,ON,"['1457 Main Street W', 'Hamilton, ON L8S 1C9', 'Canada']",hub_545
KrvHV0kJlf8XzVChZHSzJA,mr-gao-hamilton,Mr  Gao,https://s3-media3.fl.yelpcdn.com/bphoto/COI8HSBajrMfHkmPRNoM0w/o.jpg,False,https://www.yelp.com/biz/mr-gao-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,35,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.3,[],$$,+12893091363,+1 289-309-1363,757.9265110463773,43.2574011222949,-79.9281700470045,1561 Main Street W,,,Hamilton,L8S 1E6,CA,ON,"['1561 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",hub_545
6q9ODD89p-EntewcOD8J-Q,boston-pizza-hamilton,Boston Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/2AJgHoHj9FIsz10Sk6O3Zw/o.jpg,False,https://www.yelp.com/biz/boston-pizza-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,22,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.4,[],$$,+19057771919,+1 905-777-1919,732.147303263579,43.257349181178,-79.927749413236,1563 Main Street W,,,Hamilton,L8S 1E6,CA,ON,"['1563 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",hub_545
izf_Ns7GKHTYxbTqpIaoXA,west-end-pub-hamilton,West End Pub,https://s3-media2.fl.yelpcdn.com/bphoto/T7gmDbj8ATBuKRH-KWBAzg/o.jpg,False,https://www.yelp.com/biz/west-end-pub-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,7,"[{'alias': 'pubs', 'title': 'Pubs'}]",2.9,[],$$,+12893964425,+1 289-396-4425,125.85737384474312,43.25308,-79.92149,151 Emerson Street,,,Hamilton,L8S 2Y1,CA,ON,"['151 Emerson Street', 'Hamilton, ON L8S 2Y1', 'Canada']",hub_545
3xgdFtqUHcRosOnu3-B6fg,maccheroni-cucina-alfresco-hamilton,Maccheroni Cucina Alfresco,https://s3-media2.fl.yelpcdn.com/bphoto/BLpSFvIdLZimwuAMjDDwjg/o.jpg,False,https://www.yelp.com/biz/maccheroni-cucina-alfresco-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,11,"[{'alias': 'italian', 'title': 'Italian'}]",3.8,[],$$,+19055276422,+1 905-527-6422,713.6320529714546,43.257795,-79.926349,1560 Main Street W,,,Hamilton,L8S 1E7,CA,ON,"['1560 Main Street W', 'Hamilton, ON L8S 1E7', 'Canada']",hub_545
RXu4WFIAUdPovJZYKh-n4w,tally-ho-hamilton,Tally Ho,https://s3-media3.fl.yelpcdn.com/bphoto/NYWnJcoChIDxFQMxh5GE8Q/o.jpg,False,https://www.yelp.com/biz/tally-ho-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,26,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.9,[],$$,+19055296043,+1 905-529-6043,643.9726397161262,43.257772597069525,-79.92407840204181,1536 Main Street W,,,Hamilton,L8S 1E4,CA,ON,"['1536 Main Street W', 'Hamilton, ON L8S 1E4', 'Canada']",hub_545
ZnDcWEpGFTwMqmXhpCa6fQ,williams-fresh-cafe-hamilton-8,Williams Fresh Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/QytS8LzfGKNPozdX6Dk1oQ/o.jpg,False,https://www.yelp.com/biz/williams-fresh-cafe-hamilton-8?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,19,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",2.7,[],$$,+19055222636,+1 905-522-2636,664.7909095847045,43.25738,-79.9180499,1309 Main Street W,Unit A-2,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Unit A-2', 'Hamilton, ON L8S 1C5', 'Canada']",hub_545
Wb2uSt9T0fUFCU63qg8-XQ,the-arch-noodle-house-hamilton,The Arch Noodle House,https://s3-media2.fl.yelpcdn.com/bphoto/rO7R8YkYJij3ZLu8cziG8A/o.jpg,False,https://www.yelp.com/biz/the-arch-noodle-house-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,17,"[{'alias': 'noodles', 'title': 'Noodles'}]",3.3,[],,+19055258088,+1 905-525-8088,664.7909095847045,43.25738,-79.9180499,1309 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_545
ahHeOEsxRfbVIi-kArtslg,prime-pita-hamilton,Prime Pita,https://s3-media3.fl.yelpcdn.com/bphoto/mLNuBy72bgM2hC-Xdd6zAw/o.jpg,False,https://www.yelp.com/biz/prime-pita-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,3,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.7,[],,,,666.7776839767918,43.2572554803498,-79.9179146066308,1309 Main St W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main St W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_545
D8SxZMVj-G_s-iY0iXcC7Q,emerson-pub-hamilton,Emerson Pub,https://s3-media2.fl.yelpcdn.com/bphoto/ugp7zsq5Au6MkiM-n6RRDA/o.jpg,False,https://www.yelp.com/biz/emerson-pub-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,6,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,[],$$,+12893961661,+1 289-396-1661,254.92282255778284,43.2542874,-79.921105,109 Emerson Street,,,Hamilton,L8S 2X6,CA,ON,"['109 Emerson Street', 'Hamilton, ON L8S 2X6', 'Canada']",hub_545
SiUn9Xh1aQrUn5jXfc6cLA,yogurtys-froyo-hamilton,Yogurty's Froyo,https://s3-media4.fl.yelpcdn.com/bphoto/dk27QYmIFm4_5Q2Qd_r95Q/o.jpg,False,https://www.yelp.com/biz/yogurtys-froyo-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,9,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.6,[],$,+19055252523,+1 905-525-2523,658.9600404552771,43.2572497825787,-79.9180890818868,1309 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_545
KHxCsqkQmA2YEksA29LEqQ,starbucks-hamilton-3,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/LskdVuYnGnFHUsvW9u_gWQ/o.jpg,False,https://www.yelp.com/biz/starbucks-hamilton-3?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.7,[],$$,,,661.3582466459687,43.2574081,-79.9193726,1341 Main Street W,,,Hamilton,L8S 1C5,CA,ON,"['1341 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",hub_545
FJKnmkaXYVQBkcYvmYbA-A,maple-leaf-pancake-house-hamilton,Maple Leaf Pancake House,https://s3-media4.fl.yelpcdn.com/bphoto/-fcvAop4HLB7-rsw5oXiXQ/o.jpg,False,https://www.yelp.com/biz/maple-leaf-pancake-house-hamilton?adjust_creative=hjwIzYrSysGsBWZjGhcPvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hjwIzYrSysGsBWZjGhcPvQ,22,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.7,[],$,+19055224995,+1 905-522-4995,647.413819770463,43.25788,-79.92354,1520 Main St W,,,Hamilton,L8S 1E3,CA,ON,"['1520 Main St W', 'Hamilton, ON L8S 1E3', 'Canada']",hub_545
